"Sens Factor =5.2768dB, SERNO: 7042618"
"Auto-generated 90-degree calibration file for use with nanoAVR DL"
10.054	-4.2536
10.179	-4.0921
10.306	-3.9338
10.434	-3.7786
10.564	-3.6266
10.696	-3.4778
10.829	-3.3320
10.964	-3.1894
11.100	-3.0497
11.238	-2.9130
11.378	-2.7793
11.520	-2.6486
11.663	-2.5207
11.809	-2.3957
11.956	-2.2736
12.104	-2.1542
12.255	-2.0376
12.408	-1.9238
12.562	-1.8127
12.718	-1.7042
12.877	-1.5984
13.037	-1.4952
13.199	-1.3946
13.364	-1.2965
13.530	-1.2009
13.698	-1.1079
13.869	-1.0172
14.042	-0.9290
14.216	-0.8432
14.393	-0.7597
14.573	-0.6786
14.754	-0.5997
14.938	-0.5231
15.124	-0.4488
15.312	-0.3766
15.503	-0.3065
15.696	-0.2386
15.891	-0.1728
16.089	-0.1091
16.289	-0.0474
16.492	0.0123
16.697	0.0701
16.905	0.1259
17.115	0.1798
17.328	0.2318
17.544	0.2820
17.763	0.3304
17.984	0.3770
18.208	0.4219
18.434	0.4651
18.664	0.5066
18.896	0.5464
19.131	0.5847
19.369	0.6213
19.611	0.6564
19.855	0.6900
20.102	0.7221
20.352	0.7528
20.605	0.7821
20.862	0.8099
21.122	0.8364
21.385	0.8616
21.651	0.8855
21.920	0.9081
22.193	0.9295
22.470	0.9498
22.749	0.9688
23.032	0.9868
23.319	1.0036
23.609	1.0194
23.903	1.0341
24.201	1.0478
24.502	1.0606
24.807	1.0724
25.116	1.0834
25.429	1.0934
25.745	1.1027
26.066	1.1111
26.390	1.1187
26.719	1.1256
27.051	1.1318
27.388	1.1373
27.729	1.1422
28.074	1.1465
28.424	1.1502
28.778	1.1533
29.136	1.1559
29.499	1.1580
29.866	1.1597
30.238	1.1610
30.614	1.1619
30.995	1.1624
31.381	1.1626
31.772	1.1625
32.167	1.1621
32.568	1.1616
32.973	1.1608
33.383	1.1599
33.799	1.1588
34.220	1.1576
34.646	1.1564
35.077	1.1552
35.514	1.1519
35.956	1.1495
36.403	1.1481
36.857	1.1478
37.315	1.1489
37.780	1.1516
38.250	1.1561
38.726	1.1625
39.209	1.1707
39.697	1.1806
40.191	1.1917
40.691	1.2035
41.198	1.2155
41.711	1.2274
42.230	1.2388
42.756	1.2495
43.288	1.2594
43.827	1.2686
44.372	1.2771
44.925	1.2850
45.484	1.2924
46.050	1.2995
46.623	1.3062
47.204	1.3125
47.791	1.3184
48.386	1.3237
48.989	1.3285
49.599	1.3325
50.216	1.3360
50.841	1.3389
51.474	1.3414
52.115	1.3433
52.764	1.3449
53.420	1.3462
54.085	1.3471
54.759	1.3478
55.440	1.3483
56.131	1.3487
56.829	1.3490
57.537	1.3492
58.253	1.3494
58.978	1.3495
59.712	1.3493
60.456	1.3487
61.208	1.3475
61.970	1.3455
62.742	1.3423
63.523	1.3378
64.314	1.3317
65.114	1.3240
65.925	1.3150
66.745	1.3051
67.576	1.2946
68.418	1.2841
69.269	1.2739
70.132	1.2643
71.005	1.2553
71.889	1.2470
72.784	1.2391
73.690	1.2317
74.607	1.2245
75.536	1.2176
76.476	1.2106
77.428	1.2036
78.392	1.1967
79.368	1.1897
80.356	1.1829
81.356	1.1762
82.369	1.1698
83.394	1.1634
84.433	1.1570
85.484	1.1506
86.548	1.1440
87.625	1.1372
88.716	1.1303
89.820	1.1232
90.939	1.1162
92.071	1.1093
93.217	1.1026
94.377	1.0962
95.552	1.0902
96.742	1.0845
97.946	1.0793
99.165	1.0745
100.400	1.0701
101.650	1.0661
102.915	1.0624
104.196	1.0591
105.493	1.0561
106.806	1.0535
108.136	1.0513
109.482	1.0495
110.845	1.0481
112.225	1.0471
113.622	1.0462
115.037	1.0455
116.469	1.0449
117.919	1.0444
119.386	1.0440
120.873	1.0437
122.377	1.0434
123.901	1.0432
125.443	1.0430
127.005	1.0427
128.586	1.0424
130.187	1.0421
131.807	1.0416
133.448	1.0411
135.109	1.0403
136.791	1.0393
138.494	1.0380
140.218	1.0366
141.964	1.0351
143.731	1.0337
145.520	1.0324
147.332	1.0312
149.166	1.0301
151.023	1.0288
152.903	1.0273
154.806	1.0253
156.734	1.0230
158.685	1.0201
160.660	1.0166
162.660	1.0126
164.685	1.0080
166.735	1.0028
168.811	0.9971
170.912	0.9909
173.040	0.9841
175.194	0.9768
177.375	0.9691
179.583	0.9608
181.819	0.9518
184.082	0.9422
186.374	0.9321
188.694	0.9217
191.043	0.9112
193.421	0.9009
195.829	0.8907
198.267	0.8809
200.735	0.8714
203.234	0.8623
205.764	0.8537
208.325	0.8457
210.919	0.8383
213.544	0.8316
216.203	0.8255
218.894	0.8199
221.619	0.8145
224.378	0.8092
227.171	0.8037
229.999	0.7979
232.862	0.7919
235.761	0.7860
238.696	0.7801
241.668	0.7739
244.676	0.7673
247.722	0.7604
250.806	0.7533
253.928	0.7461
257.089	0.7389
260.290	0.7316
263.530	0.7242
266.810	0.7167
270.132	0.7089
273.495	0.7009
276.899	0.6931
280.346	0.6853
283.836	0.6776
287.370	0.6700
290.947	0.6626
294.569	0.6551
298.236	0.6477
301.949	0.6405
305.708	0.6333
309.513	0.6259
313.366	0.6181
317.267	0.6098
321.217	0.6010
325.216	0.5917
329.264	0.5820
333.363	0.5721
337.513	0.5620
341.715	0.5517
345.969	0.5412
350.276	0.5302
354.636	0.5186
359.051	0.5063
363.521	0.4935
368.046	0.4803
372.628	0.4671
377.266	0.4542
381.963	0.4418
386.718	0.4300
391.532	0.4187
396.406	0.4080
401.341	0.3981
406.337	0.3888
411.395	0.3802
416.517	0.3719
421.702	0.3637
426.951	0.3554
432.266	0.3471
437.648	0.3390
443.096	0.3312
448.612	0.3240
454.196	0.3175
459.851	0.3112
465.575	0.3054
471.371	0.2997
477.239	0.2943
483.180	0.2887
489.195	0.2831
495.285	0.2772
501.450	0.2711
507.693	0.2651
514.013	0.2595
520.412	0.2544
526.890	0.2498
533.449	0.2456
540.090	0.2417
546.814	0.2379
553.621	0.2339
560.513	0.2296
567.490	0.2250
574.555	0.2202
581.707	0.2152
588.949	0.2104
596.281	0.2058
603.703	0.2016
611.219	0.1976
618.828	0.1941
626.531	0.1907
634.331	0.1874
642.228	0.1838
650.222	0.1796
658.317	0.1748
666.512	0.1693
674.809	0.1634
683.210	0.1571
691.715	0.1508
700.326	0.1445
709.044	0.1386
717.871	0.1330
726.807	0.1275
735.855	0.1221
745.016	0.1167
754.290	0.1112
763.680	0.1055
773.187	0.0992
782.812	0.0931
792.557	0.0868
802.424	0.0806
812.413	0.0745
822.526	0.0686
832.766	0.0631
843.133	0.0579
853.629	0.0525
864.255	0.0469
875.014	0.0413
885.907	0.0355
896.935	0.0298
908.101	0.0241
919.406	0.0185
930.851	0.0131
942.439	0.0077
954.171	0.0025
966.049	-0.0027
978.076	-0.0080
990.251	-0.0132
1002.579	-0.0183
1015.060	-0.0234
1027.696	-0.0287
1040.489	-0.0342
1053.442	-0.0395
1066.556	-0.0449
1079.833	-0.0500
1093.276	-0.0549
1106.886	-0.0596
1120.665	-0.0642
1134.616	-0.0688
1148.741	-0.0734
1163.041	-0.0779
1177.519	-0.0825
1192.178	-0.0869
1207.019	-0.0915
1222.045	-0.0963
1237.258	-0.1014
1252.660	-0.1069
1268.254	-0.1130
1284.042	-0.1197
1300.027	-0.1267
1316.211	-0.1337
1332.596	-0.1406
1349.185	-0.1475
1365.981	-0.1549
1382.985	-0.1625
1400.202	-0.1702
1417.633	-0.1778
1435.280	-0.1852
1453.148	-0.1928
1471.238	-0.2003
1489.553	-0.2076
1508.096	-0.2149
1526.870	-0.2221
1545.877	-0.2292
1565.121	-0.2361
1584.605	-0.2432
1604.332	-0.2502
1624.303	-0.2574
1644.524	-0.2649
1664.996	-0.2725
1685.723	-0.2801
1706.708	-0.2877
1727.955	-0.2960
1749.466	-0.3041
1771.244	-0.3121
1793.294	-0.3201
1815.618	-0.3280
1838.221	-0.3355
1861.104	-0.3432
1884.272	-0.3505
1907.729	-0.3576
1931.478	-0.3653
1955.523	-0.3731
1979.866	-0.3806
2004.513	-0.3878
2029.467	-0.3945
2054.731	-0.4008
2080.310	-0.4061
2106.207	-0.4111
2132.427	-0.4158
2158.973	-0.4205
2185.849	-0.4256
2213.060	-0.4307
2240.610	-0.4357
2268.503	-0.4408
2296.743	-0.4456
2325.334	-0.4500
2354.282	-0.4547
2383.590	-0.4595
2413.262	-0.4647
2443.305	-0.4708
2473.721	-0.4776
2504.515	-0.4850
2535.693	-0.4927
2567.260	-0.5008
2599.219	-0.5092
2631.576	-0.5176
2664.335	-0.5260
2697.503	-0.5341
2731.084	-0.5419
2765.082	-0.5494
2799.504	-0.5567
2834.354	-0.5640
2869.638	-0.5712
2905.362	-0.5792
2941.530	-0.5872
2978.148	-0.5952
3015.222	-0.6032
3052.758	-0.6112
3090.761	-0.6193
3129.237	-0.6275
3168.192	-0.6357
3207.632	-0.6440
3247.563	-0.6528
3287.991	-0.6621
3328.923	-0.6716
3370.364	-0.6815
3412.320	-0.6916
3454.799	-0.7022
3497.807	-0.7132
3541.351	-0.7241
3585.436	-0.7351
3630.070	-0.7461
3675.260	-0.7571
3721.012	-0.7679
3767.334	-0.7785
3814.233	-0.7889
3861.715	-0.7993
3909.789	-0.8093
3958.460	-0.8190
4007.738	-0.8282
4057.630	-0.8368
4108.142	-0.8456
4159.283	-0.8540
4211.061	-0.8627
4263.483	-0.8719
4316.559	-0.8820
4370.294	-0.8927
4424.699	-0.9043
4479.781	-0.9168
4535.548	-0.9300
4592.010	-0.9441
4649.175	-0.9590
4707.051	-0.9744
4765.648	-0.9902
4824.975	-1.0064
4885.039	-1.0245
4945.852	-1.0435
5007.421	-1.0633
5069.757	-1.0843
5132.870	-1.1069
5196.768	-1.1322
5261.460	-1.1595
5326.959	-1.1889
5393.273	-1.2209
